ID,Sex,SpeciesID,Species,Tribe,CollectionDate,CollectionLocation,latitude,longitude
LFF3,F,Trezeb,Trematocara zebra,Trematocarini,15.08.15,Korongwe,-7.136944444,30.50777778
LFD8,F,Neocyg,Neolamprologus sp. "cygnus",Lamprologini,15.08.15,Korongwe,-7.136944444,30.50777778
LFD5,M,Neocyg,Neolamprologus sp. "cygnus",Lamprologini,15.08.15,Korongwe,-7.136944444,30.50777778
LFA9,F,Petiko,Petrochromis sp. "orthognathus ikola",Tropheini,14.08.15,Korongwe,-7.136944444,30.50777778
LFD4,F,Neocyg,Neolamprologus sp. "cygnus",Lamprologini,15.08.15,Korongwe,-7.136944444,30.50777778
LFD3,M,Neocyg,Neolamprologus sp. "cygnus",Lamprologini,15.08.15,Korongwe,-7.136944444,30.50777778
LFC9,M,Trezeb,Trematocara zebra,Trematocarini,15.08.15,Korongwe,-7.136944444,30.50777778
LFE8,F,Trezeb,Trematocara zebra,Trematocarini,15.08.15,Korongwe,-7.136944444,30.50777778
LFE9,F,Trezeb,Trematocara zebra,Trematocarini,15.08.15,Korongwe,-7.136944444,30.50777778
LFA1,M,Trompi,Tropheus sp. "mpimbwe",Tropheini,14.08.15,Korongwe,-7.136944444,30.50777778
LFF2,F,Trezeb,Trematocara zebra,Trematocarini,15.08.15,Korongwe,-7.136944444,30.50777778
LFA4,M,Trompi,Tropheus sp. "mpimbwe",Tropheini,14.08.15,Korongwe,-7.136944444,30.50777778
LFD7,M,Neocyg,Neolamprologus sp. "cygnus",Lamprologini,15.08.15,Korongwe,-7.136944444,30.50777778
Bel06,M,Ophhet,Ophthalmotilapia heterodonta,Ectodini,,Kyanza,-7.111389,29.975833
96-37-c,NA,Julunt,Julidochromis sp. "unterfels",Lamprologini,09.10.96,Kyeso DRC,-6.816666667,29.61472222
95-07-b,NA,Julunt,Julidochromis sp. "unterfels",Lamprologini,29.04.95,Kyeso DRC,-6.816666667,29.61472222
JWH5,F,Neooli,Neolamprologus olivaceous,Lamprologini,12.10.15,Kyeso DRC,-6.816666667,29.61472222
93-55-c,NA,Neooli,Neolamprologus olivaceous,Lamprologini,19.05.93,Kyeso DRC,-6.816666667,29.61472222
JWH6,M,Neooli,Neolamprologus olivaceous,Lamprologini,12.10.15,Kyeso DRC,-6.816666667,29.61472222
98-31-a,NA,Julunt,Julidochromis sp. "unterfels",Lamprologini,04.05.98,Kyeso DRC,-6.816666667,29.61472222
96-37-a,NA,Julunt,Julidochromis sp. "unterfels",Lamprologini,09.10.96,Kyeso DRC,-6.816666667,29.61472222
95-07-a,NA,Julunt,Julidochromis sp. "unterfels",Lamprologini,29.04.95,Kyeso DRC,-6.816666667,29.61472222
96-36,NA,Julunt,Julidochromis sp. "unterfels",Lamprologini,08.10.96,Kyeso DRC,-6.816666667,29.61472222
94-85-a,NA,Neooli,Neolamprologus olivaceous,Lamprologini,11.06.94,Kyeso DRC,-6.816666667,29.61472222
98-31-b,NA,Julunt,Julidochromis sp. "unterfels",Lamprologini,04.05.98,Kyeso DRC,-6.816666667,29.61472222
96-37-b,NA,Julunt,Julidochromis sp. "unterfels",Lamprologini,09.10.96,Kyeso DRC,-6.816666667,29.61472222
94-86-a,NA,Neooli,Neolamprologus olivaceous,Lamprologini,11.06.94,Kyeso DRC,-6.816666667,29.61472222
94-86-b,NA,Neooli,Neolamprologus olivaceous,Lamprologini,11.06.94,Kyeso DRC,-6.816666667,29.61472222
95-04-a,NA,Neooli,Neolamprologus olivaceous,Lamprologini,29.04.95,Kyeso DRC,-6.816666667,29.61472222
93-55-b,NA,Neooli,Neolamprologus olivaceous,Lamprologini,19.05.93,Kyeso DRC,-6.816666667,29.61472222
93-55-a,NA,Neooli,Neolamprologus olivaceous,Lamprologini,19.05.93,Kyeso DRC,-6.816666667,29.61472222
95-07-c,NA,Julunt,Julidochromis sp. "unterfels",Lamprologini,29.04.95,Kyeso DRC,-6.816666667,29.61472222
93-54-a,NA,Neooli,Neolamprologus olivaceous,Lamprologini,19.05.93,Kyeso DRC,-6.816666667,29.61472222
94-85-b,NA,Neooli,Neolamprologus olivaceous,Lamprologini,11.06.94,Kyeso DRC,-6.816666667,29.61472222
93-54-b,NA,Neooli,Neolamprologus olivaceous,Lamprologini,19.05.93,Kyeso DRC,-6.816666667,29.61472222
JWF8,M,Thobra,Thoracochromis brauschi,Haplochromini,,Lac Fwa,-5.72875,23.350583
JWE1,M,Ampzal,Amphilophus zaliosus,Amphilophini,,Lake Apoyo,11.932861,-86.05425
JWF7,M,Tilspa,Tilapia sparmanii,Tilapiini,,Lake Chila Outflow,-8.835744,31.3804
JWE3,NA,Hetbut,Heterotilapia buettikoferi,Heterotilapini,,Liberia,NA,NA
94-18-a,NA,NeoleL,Neolamprologus leleupi,Lamprologini,24.05.94,Litimba DRC,-8.025833333,30.47888889
94-18-b,NA,NeoleL,Neolamprologus leleupi,Lamprologini,24.05.94,Litimba DRC,-8.025833333,30.47888889
JWC9,F,Tellon,Telmatochromis sp. "longola",Lamprologini,,Longola,-7.481944444,30.21777778
88-09,NA,Tellon,Telmatochromis sp. "longola",Lamprologini,05.10.88,Longola,-7.481944444,30.21777778
JWC8,M,Tellon,Telmatochromis sp. "longola",Lamprologini,,Longola,-7.481944444,30.21777778
HXC7,M,Ortcho,Orthochromis indermauri,Haplochromini,,Lufubu River 2 (Chomba),-8.685936,30.564417
HXC8,M,Telluf,Telmatochromis sp. "lufubu",Lamprologini,,Lufubu River 2 (Chomba),-8.685936,30.564417
HXC6,F,Ortcho,Orthochromis indermauri,Haplochromini,,Lufubu River 2 (Chomba),-8.685936,30.564417
JWH9,NA,NeoleL,Neolamprologus leleupi,Lamprologini,12.10.15,Luhanga (Graz),-3.499528,29.139917
LBF8,M,TeldhS,Telmatochromis dhonti,Lamprologini,04.08.15,Lunzua Lake / Kapata,-8.749202778,31.17273889
LBF7,F,TeldhS,Telmatochromis dhonti,Lamprologini,04.08.15,Lunzua Lake / Kapata,-8.749202778,31.17273889
JWD5,M,Parpol,Paratilapia polleni "Andapa",Paratilapini,,Madagaskar: Andapa,NA,NA
LEH2,M,Neodev,Neolamprologus devosi,Lamprologini,08.07.15,Malagarasi 1 (Kigoma),-5.211944,29.842222
KYE2,M,Ortred,Orthochromis malagaraziensis,Haplochromini,16.07.15,Malagarasi 2 (Uvinza),-5.109444,30.393611
KYE7,M,Ortuvi,Orthochromis uvinzae,Haplochromini,16.07.15,Malagarasi 2 (Uvinza),-5.109444,30.393611
KYH4,F,Oremal,Oreochromis malagarasi,Oreochromini,17.07.15,Malagarasi 2 (Uvinza),-5.109444,30.393611
KYG1,M,Astpal,Astatotilapia paludinosa,Haplochromini,16.07.15,Malagarasi 2 (Uvinza),-5.109444,30.393611
LHH3,F,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHH7,M,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHG4,M,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHH1,F,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHH6,M,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHG8,M,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHG9,M,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHG6,F,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHH8,F,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHH5,F,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHH4,M,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHH2,M,Mdcten,Microdontochromis tenuidentata,Ectodini,23.08.15,Malasa Bay,-8.209444444,30.96277778
LHG2,F,Neobif,Neolamprologus bifasciatus,Lamprologini,22.08.15,Malasa Island,-8.211944444,30.94638889
LHG3,M,Neobif,Neolamprologus bifasciatus,Lamprologini,22.08.15,Malasa Island,-8.211944444,30.94638889
LHF9,M,Neobif,Neolamprologus bifasciatus,Lamprologini,22.08.15,Malasa Island,-8.211944444,30.94638889
LHF6,M,Neobif,Neolamprologus bifasciatus,Lamprologini,22.08.15,Malasa Island,-8.211944444,30.94638889
LHF7,F,Neobif,Neolamprologus bifasciatus,Lamprologini,22.08.15,Malasa Island,-8.211944444,30.94638889
LHF8,M,Neobif,Neolamprologus bifasciatus,Lamprologini,22.08.15,Malasa Island,-8.211944444,30.94638889
LHF4,F,Neobif,Neolamprologus bifasciatus,Lamprologini,22.08.15,Malasa Island,-8.211944444,30.94638889
LHF5,M,Neobif,Neolamprologus bifasciatus,Lamprologini,22.08.15,Malasa Island,-8.211944444,30.94638889
LHG1,M,Neobif,Neolamprologus bifasciatus,Lamprologini,22.08.15,Malasa Island,-8.211944444,30.94638889
LHF3,M,Tylpol,Tylochromis polylepis,Tylochromini,22.08.15,Malasa Island,-8.211944444,30.94638889
JWF3,M,Phaacu,Pharyngochromis acuticeps,Serranochromini,,Mambova / Zambezi,-17.743361,25.173778
JWF4,Juvenile,Sarcar,Sargochromis carlottae,Serranochromini,,Mambova / Zambezi,-17.743361,25.173778
KDC6,M,Ortmaz,Orthochromis mazimeroensis,Haplochromini,18.01.15,Mazimoero,-3.884722,30.19775
JBH7,M,Tromoo,Tropheus moorii,Tropheini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBH6,M,Tromoo,Tropheus moorii,Tropheini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBI6,NA,Julorn,Julidochromis ornatus,Lamprologini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBH5,F,Tromoo,Tropheus moorii,Tropheini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBI5,NA,Julorn,Julidochromis ornatus,Lamprologini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBI7,NA,Boumic,Boulengerochromis microlepis,Boulengerochromini,02.09.14,Mbita Island W,-8.753333333,31.08630556
GPB2,F,Batfas,Bathybates fasciatus,Bathybatini,02.09.14,Mbita Island W,-8.753333333,31.08630556
GPB3,NA,Batfas,Bathybates fasciatus,Bathybatini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBH9,NA,Tromoo,Tropheus moorii,Tropheini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBI8,NA,Boumic,Boulengerochromis microlepis,Boulengerochromini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBH4,M,Tromoo,Tropheus moorii,Tropheini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBI4,NA,Julorn,Julidochromis ornatus,Lamprologini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBI3,NA,Julorn,Julidochromis ornatus,Lamprologini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBI2,NA,Julorn,Julidochromis ornatus,Lamprologini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JBI1,NA,Tromoo,Tropheus moorii,Tropheini,02.09.14,Mbita Island W,-8.753333333,31.08630556
JWG1,M,Psephi,Pseudocrenilabrus philander,Haplochromini,,Mbulu,-8.85725,31.364667
JEE6,F,Lamcal,Lamprologus callipterus,Lamprologini,21.08.14,Mibwebwe,-8.565,30.76111111
JED8,F,Hapmic,Haplotaxodon microlepis,Perissodini,21.08.14,Mibwebwe,-8.565,30.76111111
JEE1,M,Lepken,Lepidiolamprologus kendalli,Lamprologini,21.08.14,Mibwebwe,-8.565,30.76111111
JEE4,F,Lamcal,Lamprologus callipterus,Lamprologini,21.08.14,Mibwebwe,-8.565,30.76111111
JEE3,F,Lamcal,Lamprologus callipterus,Lamprologini,21.08.14,Mibwebwe,-8.565,30.76111111
JEE5,F,Lamcal,Lamprologus callipterus,Lamprologini,21.08.14,Mibwebwe,-8.565,30.76111111
JED7,M,Hapmic,Haplotaxodon microlepis,Perissodini,21.08.14,Mibwebwe,-8.565,30.76111111
JED9,M,Hapmic,Haplotaxodon microlepis,Perissodini,21.08.14,Mibwebwe,-8.565,30.76111111
JED6,M,Cphgib,Cyphotilapia gibberosa,Cyphotilapiini,21.08.14,Mibwebwe,-8.565,30.76111111
Bel16,M,Cypkib,Cyprichromis sp. "kibishi",Cyprichromini,,Milila,-5.683333,29.383333
Bel18,F,Cypkib,Cyprichromis sp. "kibishi",Cyprichromini,,Milila,-5.683333,29.383333
JVI6,F,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVH5,M,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVI4,F,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVI5,F,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVI3,M,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVI1,M,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVH4,M,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVI8,F,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVH9,M,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVH6,M,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVI7,F,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JVH7,M,Xenoch,Xenotilapia ochrogenys,Ectodini,07.01.15,Mireille fishermen,-3.403361111,29.35925
JEC5,M,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
JBB7,M,Lepken,Lepidiolamprologus kendalli,Lamprologini,30.08.14,Misepa,-8.588888889,30.80305556
MOE8,F,NeoveS,Neolamprologus sp. "ventralis stripe",Lamprologini,04.09.16,Misepa,-8.588888889,30.80305556
JBC2,M,Psccur,Pseudosimochromis curvifrons,Tropheini,30.08.14,Misepa,-8.588888889,30.80305556
JBB8,F,Lepken,Lepidiolamprologus kendalli,Lamprologini,30.08.14,Misepa,-8.588888889,30.80305556
JEB1,NA,Cphgib,Cyphotilapia gibberosa,Cyphotilapiini,20.08.14,Misepa,-8.588888889,30.80305556
JEC3,M,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
JBB9,NA,Petfas,Petrochromis fasciolatus,Tropheini,30.08.14,Misepa,-8.588888889,30.80305556
JBC1,F,Psccur,Pseudosimochromis curvifrons,Tropheini,30.08.14,Misepa,-8.588888889,30.80305556
JEB6,M,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
JBC3,F,Psccur,Pseudosimochromis curvifrons,Tropheini,30.08.14,Misepa,-8.588888889,30.80305556
JBB6,M,Lepken,Lepidiolamprologus kendalli,Lamprologini,30.08.14,Misepa,-8.588888889,30.80305556
JEB7,M,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
JEA9,NA,Cphgib,Cyphotilapia gibberosa,Cyphotilapiini,20.08.14,Misepa,-8.588888889,30.80305556
JEA8,NA,Cphgib,Cyphotilapia gibberosa,Cyphotilapiini,20.08.14,Misepa,-8.588888889,30.80305556
JEC2,M,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
JEC4,M,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
MOE6,M,NeoveS,Neolamprologus sp. "ventralis stripe",Lamprologini,04.09.16,Misepa,-8.588888889,30.80305556
JEB2,M,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
JEB4,F,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
MOE7,M,NeoveS,Neolamprologus sp. "ventralis stripe",Lamprologini,04.09.16,Misepa,-8.588888889,30.80305556
JEC1,F,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
JEB9,F,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
MOE5,M,NeoveS,Neolamprologus sp. "ventralis stripe",Lamprologini,04.09.16,Misepa,-8.588888889,30.80305556
JEB8,M,Cyppav,Cyprichromis pavo,Cyprichromini,20.08.14,Misepa,-8.588888889,30.80305556
JWI4,M,Peltae,Pelvicachromis taeniatus,Chromidotilapini,,Moliwe,NA,NA
JWI5,F,Peltae,Pelvicachromis taeniatus,Chromidotilapini,,Moliwe,NA,NA
LJC5,F,HemstZ,Hemibates koningsi,Bathybatini,,Mpulungu Fishmarket,-8.760472222,31.11219444
GPC3,M,Limdar,Limnotilapia dardennii,Tropheini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
DMC7,NA,Cteben,Ctenochromis benthicola,Cyphotilapiini,16.09.11,Mpulungu Fishmarket,-8.760472222,31.11219444
LIB1,M,Perecc,Perissodus eccentricus,Perissodini,26.08.15,Mpulungu Fishmarket,-8.760472222,31.11219444
GPA9,F,Tremar,Trematocara marginatum,Trematocarini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
GPB4,M,Tylpol,Tylochromis polylepis,Tylochromini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
GPC1,M,Limdar,Limnotilapia dardennii,Tropheini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
LBG1,F,Neopro,Neolamprologus prochilus,Lamprologini,29.07.15,Mpulungu Fishmarket,-8.760472222,31.11219444
20A1,NA,Cteben,Ctenochromis benthicola,Cyphotilapiini,09.08.10,Mpulungu Fishmarket,-8.760472222,31.11219444
GPA5,F,Tremar,Trematocara marginatum,Trematocarini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
LIA7,F?,Perecc,Perissodus eccentricus,Perissodini,26.08.15,Mpulungu Fishmarket,-8.760472222,31.11219444
LIB4,F,Oretan,Oreochromis tanganicae,Oreochromini,26.08.15,Mpulungu Fishmarket,-8.760472222,31.11219444
LIA8,M,Perecc,Perissodus eccentricus,Perissodini,26.08.15,Mpulungu Fishmarket,-8.760472222,31.11219444
LBF9,M,Neopro,Neolamprologus prochilus,Lamprologini,29.07.15,Mpulungu Fishmarket,-8.760472222,31.11219444
DMD1,M,Cteben,Ctenochromis benthicola,Cyphotilapiini,16.09.11,Mpulungu Fishmarket,-8.760472222,31.11219444
LIA9,M,Perecc,Perissodus eccentricus,Perissodini,26.08.15,Mpulungu Fishmarket,-8.760472222,31.11219444
GPA1,F,Trenig,Trematocara nigrifrons,Trematocarini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
GPC2,M,Limdar,Limnotilapia dardennii,Tropheini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
GPB1,M,Tremar,Trematocara marginatum,Trematocarini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
LJA1,F,Tylpol,Tylochromis polylepis,Tylochromini,04.11.15,Mpulungu Fishmarket,-8.760472222,31.11219444
DMC8,NA,Cteben,Ctenochromis benthicola,Cyphotilapiini,11.09.11,Mpulungu Fishmarket,-8.760472222,31.11219444
LIB5,NA,Oretan,Oreochromis tanganicae,Oreochromini,26.08.15,Mpulungu Fishmarket,-8.760472222,31.11219444
LIB2,M,Perecc,Perissodus eccentricus,Perissodini,26.08.15,Mpulungu Fishmarket,-8.760472222,31.11219444
LIA6,F,Plemul,Plecodus multidentatus,Perissodini,26.08.15,Mpulungu Fishmarket,-8.760472222,31.11219444
GPA8,M,Tremar,Trematocara marginatum,Trematocarini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
MOD4,NA,Bathor,Bathybates hornii,Bathybatini,01.09.16,Mpulungu Fishmarket,-8.760472222,31.11219444
LIC9,M,Tylpol,Tylochromis polylepis,Tylochromini,02.09.15,Mpulungu Fishmarket,-8.760472222,31.11219444
GPB9,F,Limdar,Limnotilapia dardennii,Tropheini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
DMD2,NA,Cteben,Ctenochromis benthicola,Cyphotilapiini,16.09.11,Mpulungu Fishmarket,-8.760472222,31.11219444
GPB6,F,Limdar,Limnotilapia dardennii,Tropheini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
GPB5,F,Tylpol,Tylochromis polylepis,Tylochromini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
LIC8,M,Tylpol,Tylochromis polylepis,Tylochromini,02.09.15,Mpulungu Fishmarket,-8.760472222,31.11219444
DMC9,NA,Cteben,Ctenochromis benthicola,Cyphotilapiini,16.09.11,Mpulungu Fishmarket,-8.760472222,31.11219444
DMC6,NA,Cteben,Ctenochromis benthicola,Cyphotilapiini,16.09.11,Mpulungu Fishmarket,-8.760472222,31.11219444
LID1,M,Tylpol,Tylochromis polylepis,Tylochromini,02.09.15,Mpulungu Fishmarket,-8.760472222,31.11219444
GPA7,M,Tremar,Trematocara marginatum,Trematocarini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
LIB3,M,Oretan,Oreochromis tanganicae,Oreochromini,26.08.15,Mpulungu Fishmarket,-8.760472222,31.11219444
GPB8,F,Limdar,Limnotilapia dardennii,Tropheini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
GPB7,F,Limdar,Limnotilapia dardennii,Tropheini,02.09.14,Mpulungu Fishmarket,-8.760472222,31.11219444
LFC4,M,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFB8,M,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFB1,F,Petiko,Petrochromis sp. "orthognathus ikola",Tropheini,14.08.15,Msalaba,-7.116666667,30.49777778
LFC2,F,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFB4,F,Petiko,Petrochromis sp. "orthognathus ikola",Tropheini,14.08.15,Msalaba,-7.116666667,30.49777778
LFB7,M,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFC8,M,Neocyg,Neolamprologus sp. "cygnus",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFB3,F,Petiko,Petrochromis sp. "orthognathus ikola",Tropheini,14.08.15,Msalaba,-7.116666667,30.49777778
LFB6,M,Petiko,Petrochromis sp. "orthognathus ikola",Tropheini,14.08.15,Msalaba,-7.116666667,30.49777778
LFB2,M,Petiko,Petrochromis sp. "orthognathus ikola",Tropheini,14.08.15,Msalaba,-7.116666667,30.49777778
LFC5,M,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFC1,F,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFC7,M,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFB5,M,Petiko,Petrochromis sp. "orthognathus ikola",Tropheini,14.08.15,Msalaba,-7.116666667,30.49777778
LFC3,F,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFB9,F,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
LFC6,M,Neoese,Neolamprologus sp. "eseki",Lamprologini,14.08.15,Msalaba,-7.116666667,30.49777778
Bel09,F,Chapop,Chalinochromis popelini,Lamprologini,,Mtoto,-6.962777778,29.73333333
LCH6,M,Plemul,Plecodus multidentatus,Perissodini,05.07.15,Mugambo Fishermen,-5.976083333,29.83944444
LCH5,M,Plemul,Plecodus multidentatus,Perissodini,05.07.15,Mugambo Fishermen,-5.976083333,29.83944444
LCH7,M,Plemul,Plecodus multidentatus,Perissodini,05.07.15,Mugambo Fishermen,-5.976083333,29.83944444
Bel07,M,Chapop,Chalinochromis popelini,Lamprologini,,Mugayo,-6.778333,29.558333
JWG4,M,Troann,Tropheus annectens,Tropheini,,Mukamba,-6.9475,29.711944
JWG5,F,Troann,Tropheus annectens,Tropheini,,Mukamba,-6.9475,29.711944
JWF5,M,Sermac,Serranochromis macrocephalus,Serranochromini,,Mukambi / Kafue,-14.978444,25.993167
94-25-a,NA,Neomar,Neolamprologus marunguensis,Lamprologini,26.05.94,Mulinde,-7.768333333,30.27166667
94-25-b,NA,Neomar,Neolamprologus marunguensis,Lamprologini,26.05.94,Mulinde,-7.768333333,30.27166667
LGD8,F,Oretan,Oreochromis tanganicae,Oreochromini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGD5,M,Lepmim,Lepidiolamprologus mimicus,Lamprologini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGC8,M,Chacya,Chalinochromis cyanophleps,Lamprologini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGD1,F,Leppro,Lepidiolamprologus profundicola,Lamprologini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGC9,F,Leppro,Lepidiolamprologus profundicola,Lamprologini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGD4,M,Petkip,Petrochromis sp. "kipili brown",Tropheini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGD3,F,Petkip,Petrochromis sp. "kipili brown",Tropheini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGC7,M,Chacya,Chalinochromis cyanophleps,Lamprologini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGD2,M,Petkip,Petrochromis sp. "kipili brown",Tropheini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGD9,F,Oretan,Oreochromis tanganicae,Oreochromini,18.08.15,Mvuna Island,-7.444166667,30.54388889
LGD7,F,Oretan,Oreochromis tanganicae,Oreochromini,18.08.15,Mvuna Island,-7.444166667,30.54388889
KHE5,M,Simmrg,Pseudosimochromis marginatus (North),Tropheini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHD5,M,EctspN,Ectodus sp. "north",Ectodini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHE1,M,Trodub,Tropheus duboisi,Tropheini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHE4,M,Simmrg,Pseudosimochromis marginatus (North),Tropheini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHB6,F,Neochi,Neolamprologus chitamwebwai,Lamprologini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHE2,F,Trodub,Tropheus duboisi,Tropheini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHC8,M,EctspN,Ectodus sp. "north",Ectodini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHB3,F,Neochi,Neolamprologus chitamwebwai,Lamprologini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHB9,M,Neochi,Neolamprologus chitamwebwai,Lamprologini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHB5,F,Neochi,Neolamprologus chitamwebwai,Lamprologini,22.06.15,Mwamahunga,-4.911944444,29.59833333
KHC4,M,EctspN,Ectodus sp. "north",Ectodini,22.06.15,Mwamahunga,-4.911944444,29.59833333
